"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units","2015","2015",49852.7,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units",,,43041.4,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units",,,43530.6,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units",,,43897.6,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units",,,44220.3,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units",,,44490.1,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units",,,44738.9,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units",,,45140.2,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units",,,45348.1,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units",,,45448.6,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units",,,46035.6,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units",,,46439.3,,
"BEL","Belgium","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units",,,46934.8,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units","2015","2015",31304.2,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units","2015","2015",31432.4,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units","2015","2015",31548.7,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units","2015","2015",31932,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units","2015","2015",31716.1,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units","2015","2015",32032.8,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units","2015","2015",32394.4,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units","2015","2015",32768.2,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units","2015","2015",33347.6,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units","2015","2015",33819.4,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units","2015","2015",34178.7,,
"CZE","Czech Republic","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units","2015","2015",34381.8,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units",,,46073.2,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units",,,46465.2,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units",,,47066.7,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units",,,47367,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units",,,47451.5,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units",,,47476.9,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units",,,48307.5,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units",,,48384.1,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units",,,48519.5,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units",,,48964,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units",,,49250,,
"DNK","Denmark","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units",,,49552.3,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units",,,43993.6,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units",,,44828.7,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units",,,45454,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units",,,45987.7,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units",,,46664.6,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units",,,46909.5,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units",,,47234.2,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units",,,47496.1,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units",,,46842,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units",,,47362.3,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units",,,47813,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units",,,48271.1,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units",,,32066.7,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units",,,32315.3,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units",,,32573.6,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units",,,32866.8,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units",,,33109.9,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units",,,33402.6,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units",,,33713,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units",,,33956.1,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units",,,34150,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units",,,34691.8,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units",,,35202.5,,
"ESP","Spain","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units",,,35726.4,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units","2015","2015",21932.8,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units","2015","2015",22192.7,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units","2015","2015",22344.6,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units","2015","2015",22366.1,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units","2015","2015",22296.5,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units","2015","2015",22308.2,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units","2015","2015",22271.7,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units","2015","2015",22492.2,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units","2015","2015",22448.8,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units","2015","2015",22618.1,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units","2015","2015",22544.2,,
"CHL","Chile","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units","2015","2015",22718.3,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units","2015","2015",24136.2,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units","2015","2015",24371.8,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units","2015","2015",24710.9,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units","2015","2015",24983.8,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units","2015","2015",25212.4,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units","2015","2015",25543.7,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units","2015","2015",25783.9,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units","2015","2015",25960.6,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units","2015","2015",26424.8,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units","2015","2015",26510.7,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units","2015","2015",26716.9,,
"HUN","Hungary","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units","2015","2015",27015.2,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units","2015","2015",34200.4,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units","2015","2015",34680.4,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units","2015","2015",34878.9,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units","2015","2015",34977.4,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units","2015","2015",35214.5,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units","2015","2015",35391.1,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units","2015","2015",35396.6,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units","2015","2015",35760.3,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units","2015","2015",35666.7,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units","2015","2015",35507.5,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units","2015","2015",35382.1,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units","2015","2015",35480,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units","2015","2015",42639.5,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units","2015","2015",42779.3,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units","2015","2015",42879.2,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units","2015","2015",42700.7,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units","2015","2015",42431.5,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units","2015","2015",42376.6,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units","2015","2015",42522.1,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units","2015","2015",42312.6,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units","2015","2015",42107.5,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units","2015","2015",42538.2,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units","2015","2015",42564.6,,
"FIN","Finland","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units","2015","2015",42795.2,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units","2015","2015",36712.8,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units","2015","2015",36679.4,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units","2015","2015",36700.1,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units","2015","2015",36577.8,,
