"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,0.292,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,0.2881,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,0.3053,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,0.3297,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,0.3246,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,0.2414,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,0.205,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,0.1916,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,0.0971,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,0.0826,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,0.0809,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,0.0809,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,0.0627,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,0.0482,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,0.0272,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,0.0047,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,-0.0104,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,-0.0139,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,-0.0187,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,-0.0277,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,-0.037,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,-0.0536,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,-0.0876,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,-0.1263,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,-0.1461,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,-0.1836,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,-0.2285,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,-0.2492,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,-0.2572,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,-0.2679,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,-0.2945,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,-0.2982,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,-0.3016,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,-0.309,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,-0.3127,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,-0.3158,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,-0.3255,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,-0.3286,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,-0.3293,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,-0.3304,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,-0.3295,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,-0.33,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,-0.3304,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,-0.3291,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,-0.3294,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,-0.3295,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,-0.329,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,-0.3279,,
"IR3TIB","Short-term interest rates, Per cent per annum","SVK","Slovak Republic","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,-0.3285,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,5.050273,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,5.2183,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,4.92135,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,4.591095,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,4.246318,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,4.6707,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,4.660174,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,4.507182,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,4.416905,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,4.216348,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,4.10635,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,4.13855,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,3.785,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,3.56125,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,3.312,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,3.10415,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,2.933429,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,2.712476,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,2.671,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,2.4194,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,2.196045,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,2.111304,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,2.07055,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,1.785368,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,1.542095,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,1.5131,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,1.225818,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,1.31275,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,1.770632,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,2.233954,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,2.100696,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,1.949762,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,2.030773,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,1.728182,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,1.727667,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,1.685619,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,1.72795,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,1.723524,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,1.550762,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,1.513524,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,1.5665,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,1.479955,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,1.169095,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,1.014304,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,1.040909,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,1.072619,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,1.423818,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,1.436667,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,1.466318,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,1.703,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.717522,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,1.617778,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,1.568409,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,1.452318,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,1.59781,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,1.484864,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,1.541286,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,1.614682,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.488773,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,1.441632,,
"IRLT","Long-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,1.473864,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,0.2049,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,0.2234,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,0.2061,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,0.2089,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,0.2012,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,0.2103,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,0.2214,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,0.2259,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,0.2232,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,0.2258,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,0.2234,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,0.2735,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,0.292,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,0.2881,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,0.3053,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,0.3297,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,0.3246,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,0.2414,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,0.205,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,0.1916,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,0.0971,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,0.0826,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,0.0809,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,0.0809,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,0.0627,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,0.0482,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,0.0272,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,0.0047,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,-0.0104,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,-0.0139,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,-0.0187,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,-0.0277,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,-0.037,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,-0.0536,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,-0.0876,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,-0.1263,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,-0.1461,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,-0.1836,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,-0.2285,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,-0.2492,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,-0.2572,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,-0.2679,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,-0.2945,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,-0.2982,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,-0.3016,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,-0.309,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,-0.3127,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,-0.3158,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,-0.3255,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,-0.3286,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,-0.3293,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,-0.3304,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,-0.3295,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,-0.33,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,-0.3304,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,-0.3291,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,-0.3294,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,-0.3295,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,-0.329,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,-0.3279,,
"IR3TIB","Short-term interest rates, Per cent per annum","ESP","Spain","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,-0.3285,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,1.8,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,2,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,1.92,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,1.66,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,1.79,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,2.05,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,2.16,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,2.34,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,2.6,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,2.44,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,2.3,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,2.39,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,2.37,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,2.23,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,2.16,,
"IRLT","Long-term interest rates, Per cent per annum","SWE","Sweden","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,2.06,,
