"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,3.3975,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,3.4975,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,3.5125,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,3.245,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,3.225,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,3.54,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,3.75,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,3.86,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,4,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,3.97,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,4.13,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,4.24,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,4.18,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,4.12,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,4.1,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,4.03,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,3.78,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,3.7,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,3.47,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,3.41,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,3.55,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,3.32,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,3.26,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,2.96,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,2.64,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,2.5,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,2.48,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,2.41,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,2.88,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,2.98,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,2.9,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,2.72,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,2.7,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,2.62,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,2.85,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,2.85,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,2.73,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,2.48,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,2.57,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,2.52,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,2.32,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,2.12,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,1.93,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,1.88,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,1.99,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,2.2,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,2.51,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,2.79,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,2.73,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,2.75,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,2.81,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,2.56,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,2.54,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,2.41,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,2.64,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,2.6,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,2.7,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,2.78,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,2.57,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,2.58,,
"IRLT","Long-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,2.75,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-01","Jan-2013","NATUSD","National currency per US dollar","0","Units",,,0.9524348,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-02","Feb-2013","NATUSD","National currency per US dollar","0","Units",,,0.97045,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-03","Mar-2013","NATUSD","National currency per US dollar","0","Units",,,0.967,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-04","Apr-2013","NATUSD","National currency per US dollar","0","Units",,,0.9641818,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-05","May-2013","NATUSD","National currency per US dollar","0","Units",,,1.011095,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-06","Jun-2013","NATUSD","National currency per US dollar","0","Units",,,1.060064,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-07","Jul-2013","NATUSD","National currency per US dollar","0","Units",,,1.090317,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-08","Aug-2013","NATUSD","National currency per US dollar","0","Units",,,1.106662,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-09","Sep-2013","NATUSD","National currency per US dollar","0","Units",,,1.07807,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-10","Oct-2013","NATUSD","National currency per US dollar","0","Units",,,1.051287,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-11","Nov-2013","NATUSD","National currency per US dollar","0","Units",,,1.071923,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-12","Dec-2013","NATUSD","National currency per US dollar","0","Units",,,1.11338,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-01","Jan-2014","NATUSD","National currency per US dollar","0","Units",,,1.128584,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-02","Feb-2014","NATUSD","National currency per US dollar","0","Units",,,1.115379,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-03","Mar-2014","NATUSD","National currency per US dollar","0","Units",,,1.102526,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-04","Apr-2014","NATUSD","National currency per US dollar","0","Units",,,1.073287,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-05","May-2014","NATUSD","National currency per US dollar","0","Units",,,1.074239,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-06","Jun-2014","NATUSD","National currency per US dollar","0","Units",,,1.067671,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-07","Jul-2014","NATUSD","National currency per US dollar","0","Units",,,1.064749,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-08","Aug-2014","NATUSD","National currency per US dollar","0","Units",,,1.074885,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-09","Sep-2014","NATUSD","National currency per US dollar","0","Units",,,1.104138,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-10","Oct-2014","NATUSD","National currency per US dollar","0","Units",,,1.138408,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-11","Nov-2014","NATUSD","National currency per US dollar","0","Units",,,1.156109,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-12","Dec-2014","NATUSD","National currency per US dollar","0","Units",,,1.213355,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-01","Jan-2015","NATUSD","National currency per US dollar","0","Units",,,1.23606,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-02","Feb-2015","NATUSD","National currency per US dollar","0","Units",,,1.283787,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-03","Mar-2015","NATUSD","National currency per US dollar","0","Units",,,1.293643,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-04","Apr-2015","NATUSD","National currency per US dollar","0","Units",,,1.294662,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-05","May-2015","NATUSD","National currency per US dollar","0","Units",,,1.264913,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-06","Jun-2015","NATUSD","National currency per US dollar","0","Units",,,1.294995,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-07","Jul-2015","NATUSD","National currency per US dollar","0","Units",,,1.347436,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-08","Aug-2015","NATUSD","National currency per US dollar","0","Units",,,1.371162,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-09","Sep-2015","NATUSD","National currency per US dollar","0","Units",,,1.417859,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-10","Oct-2015","NATUSD","National currency per US dollar","0","Units",,,1.388679,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-11","Nov-2015","NATUSD","National currency per US dollar","0","Units",,,1.397775,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-12","Dec-2015","NATUSD","National currency per US dollar","0","Units",,,1.379593,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-01","Jan-2016","NATUSD","National currency per US dollar","0","Units",,,1.423036,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-02","Feb-2016","NATUSD","National currency per US dollar","0","Units",,,1.403029,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-03","Mar-2016","NATUSD","National currency per US dollar","0","Units",,,1.336597,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-04","Apr-2016","NATUSD","National currency per US dollar","0","Units",,,1.30447,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-05","May-2016","NATUSD","National currency per US dollar","0","Units",,,1.36607,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-06","Jun-2016","NATUSD","National currency per US dollar","0","Units",,,1.352016,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-07","Jul-2016","NATUSD","National currency per US dollar","0","Units",,,1.328806,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-08","Aug-2016","NATUSD","National currency per US dollar","0","Units",,,1.311563,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-09","Sep-2016","NATUSD","National currency per US dollar","0","Units",,,1.316802,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-10","Oct-2016","NATUSD","National currency per US dollar","0","Units",,,1.312955,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-11","Nov-2016","NATUSD","National currency per US dollar","0","Units",,,1.327318,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-12","Dec-2016","NATUSD","National currency per US dollar","0","Units",,,1.361386,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-01","Jan-2017","NATUSD","National currency per US dollar","0","Units",,,1.343143,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-02","Feb-2017","NATUSD","National currency per US dollar","0","Units",,,1.304207,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-03","Mar-2017","NATUSD","National currency per US dollar","0","Units",,,1.3118,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-04","Apr-2017","NATUSD","National currency per US dollar","0","Units",,,1.326313,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-05","May-2017","NATUSD","National currency per US dollar","0","Units",,,1.345316,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-06","Jun-2017","NATUSD","National currency per US dollar","0","Units",,,1.323251,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-07","Jul-2017","NATUSD","National currency per US dollar","0","Units",,,1.283702,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-08","Aug-2017","NATUSD","National currency per US dollar","0","Units",,,1.26299,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-09","Sep-2017","NATUSD","National currency per US dollar","0","Units",,,1.254451,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-10","Oct-2017","NATUSD","National currency per US dollar","0","Units",,,1.283708,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-11","Nov-2017","NATUSD","National currency per US dollar","0","Units",,,1.311527,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-12","Dec-2017","NATUSD","National currency per US dollar","0","Units",,,1.308192,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-01","Jan-2018","NATUSD","National currency per US dollar","0","Units",,,1.259082,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,3,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,2.95,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,3.05,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,3.02,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,2.82,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,2.8,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,2.76,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,2.6,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,2.58,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,2.58,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,2.59,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,2.61,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,2.62,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,2.63,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,2.66,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,2.68,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,2.69,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,2.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,2.65,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,2.63,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,2.66,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,2.72,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,2.75,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,2.75,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,2.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,2.36,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,2.3,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,2.25,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,2.15,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,2.15,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,2.14,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,2.14,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,2.17,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,2.15,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,2.22,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,2.34,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,2.3,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,2.28,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,2.31,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,2.26,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,2.01,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,1.99,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,1.93,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,1.76,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,1.73,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,1.75,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,1.76,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,1.78,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,1.78,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,1.78,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,1.79,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,1.77,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,1.73,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,1.72,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,1.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,1.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,1.72,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,1.7,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.72,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,1.77,,
"IR3TIB","Short-term interest rates, Per cent per annum","AUS","Australia","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,1.79,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,3,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,3,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,3,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,3,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,2.8,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","AUS","Australia","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,2.75,,
